Text,Target,Stance,Sentiment
Hear me on this : the ones who work in healthcare are really the ones out here partying rn and they’re were also the ones that told us to stay inside and keep distance like a month ago ... #Hypocrites #COVID19 #StaySafeStayHome,stay at home orders,AGAINST,neg
I would listen to Dr. Fauci with his mouth closed much more than I would @realDonaldTrump with his mouth open. #PresidentBodyBags #WearAMask,face masks,NONE,neg
When people say ?depends on your view?about wearing masks means “I don’t give a flying f@ck about your view? #entitled #WearADamnMask,face masks,FAVOR,neg
"@KHerriage @UrUnpaidPundit @charliebilello Yep. But we are still barring children from playgrounds - welding gates, filling skateparks with sand. Insane. Almost zero risk to them #LetTheChildrenPlay Love the children- let them go #BacktoSchool  #MAGA #OPENAMERICANOW",stay at home orders,AGAINST,neg
"#Trump WH forbids #DrFauci from testifying before the House of Representatives (controlled by #Dems).  Hwvr, Trump WH *will* allow #Fauci to testify before #MoscowMitch""s Senate b/c controlled by #GOP.  This is no time to play politics &amp;/or censor the truth.  #CoronavirusUSA",fauci,NONE,other
"@InsidersABC @CaseyBriggs From what my Melburnian friends are reporting, the restrictions aren’t working because PEOPLE ARE OUTSIDE WITHOUT MASKS &amp; gathering in groups for picnics &amp; sitting outside restaurants &amp; cafes with their takeaways. #StayHomeSaveLives #WearADamnMask",face masks,FAVOR,neg
"@nycjim @PressSec Science is based on FACTS  Not Figures Not Corporations  Not Political Agendas  And not for negligent, corrupt criminals who want to jumpstart economy to work their campaigns.  Schools should be closed until there is a vaccine.  This is Our Children  Not Products.  #NotMyChild",school closures,FAVOR,other
"@DanielAndrewsMP CLOSE THE SCHOOLS! Back to remote learning until the cases drop. What would you rather; the cases to drop, or the people to drop...dead, because of Coronavirus? Schools cannot contain and maintain this pandemic. #COVID19 #Coronavirus #CloseTheSchools",school closures,FAVOR,neg
@PeterHotez @donlemon @CNNTonight @kaitlancollins @WHO Cry me a River! #FireFauci,fauci,NONE,neg
TL/DR:  1. Consistent &amp; correct wearing of masks 2. Avoid crowds &amp; keep a distance of 6+ ft  3. Stay away from crowded places 4. Be outdoors rather than indoors 5. Wash your hands. Use sanitizer if you can't wash. #WearAMask #WearAMaskSaveALife,face masks,FAVOR,other
"So Sunsplash, a waterpark in California, can be open but we can’t go to school, church, or play sports?!  @GavinNewsom you are in for one burning inferno for eternity.  #OpenCaliforniaNow #OPENAMERICANOW",stay at home orders,AGAINST,neg
"@OANN Democrats call for a Nationwide ""muzzle"" Mandate, right Nancy? #COVID19 #masks",face masks,AGAINST,neg
@BorisJohnson have a word with the service stations and services on the motorways people walking round with no masks  Shell are the worst #NoMask,face masks,FAVOR,neg
"#NJ &amp; #NY refrain from traveling to help stop spread of #coronavirus, says #WhiteHouse, #DrBirx says 'as fatalities increase in next 2 weeks we hope to push the slope down', 'we are not accepting that 100-200,000 number', says #DrFauci, ""we want to do much, much better than that""",fauci,FAVOR,pos
@MrCannon_19 You have captured my high school students perfectly. What would elementary students look like? #WearAMask  #MasksSaveLives,face masks,FAVOR,other
@donwinslow Thank you for creating such a poignant reminder that children should not bear consequences of adult failures.  #COVID19 is more of a threat than it was in March when schools closed.  For now #NotMyChild,school closures,FAVOR,neg
"@BNightengale No, what they need to do is GTFO, scrub any thoughts of trying to play sports during a global pandemic of a deadly &amp; highly contagious virus with no cure, &amp; do their part to prevent its spread. You know, the OPPOSITE of what they're doing. #COVIDIOTS #StayAtHome #WearADamnMask",face masks,FAVOR,neg
If there is more cases but there is declining deaths then isn't that herd immunity achieved?!...  #manchesterlockdown #lockdownextension #lockdown #NoMasks,face masks,NONE,other
"@RightWingWatch I wonder what his take would be on “No Shirt, No Shoes, No Service?#Masks #WearADamnMask",face masks,FAVOR,neg
@keenhaboo @HillaryClinton #CommunistChina is responsible for the spread &amp; the origins of the #WuhanCoronaVirus not one single  American citizen is responsible. #DrFauci &amp; the #CDC seem to have have no more information then they did 5 months ago. Except #Fauci flip flopping on #FaceMasks,fauci,AGAINST,neg
"@Liz_Cheney Wearing a mask can only help America resume some sense of ""normalcy."" It's either we want freedom to come and go as pleased without the fear of infection, or we don't.  #WearAMaskSaveALife #DrFauci",fauci,FAVOR,pos
More good news: 75% of healthy 45-53 yr old patients that recovered from Covid have permanent structural damage to their hearts = to a heart attack.  But masks are hot. #WearADamnMask,face masks,FAVOR,neg
"@Acosta @PressSec  1. Read real science. 2. &amp; other countries can reopen schools because THEY did the hard work: shutdowns, masks, tests, tracing &amp; isolating. We didn't. 3. Look at Israel. They are closing up schools now.  Children over Trump's campaign, please.  #NotMyChild",school closures,FAVOR,neg
"Everything that is happening in this country, especially the #coronavirus in the South - was easily predicted and ignored. The guidelines were thrown out. #ReopenAmerica #DrBirx #DrFauci #CDC #WHO #NIH #COVID19 #Pandemic #facemask #Evangelicals #TEXAS #Georgia #Florida #Arizona",fauci,NONE,neg
"we gotta go back to school, i bet once they start pushing kids back to school, there will be a massive increase in cases. Kinda sad how they still don’t realize we are in the middle of a pandemic where cases are still rising erryday. #SchoolReopening #SchoolsMustShutdown",school closures,FAVOR,neg
😷 Wear your mask 🧼Wash your hands ↔️ Social distance  🩺 Listen to Dr. Fauci #IStandWithFauci,fauci,FAVOR,pos
@Acosta The science should be the only thing that matters to reopen schools #NotMyChild,school closures,FAVOR,other
"@realDonaldTrump It’s called the #TrumpVirusDeathToll156K now. 25% OF WORLD DEATHS EVEN THOUGH WE ARE 4% OF WORLD POPULATION!!!! @WhiteHouse @PressSec @kayleighmcenany SPIN THAT, KAYLEIGH!! And DR. BIRX!! #GOPDeathCult #BloodOnTrumpsHands #WearADamnMask",face masks,NONE,neg
Victoria has recorded 317 new cases of coronavirus in 24 hours. Are we just not learning? These numbers are becoming more and more scarier #COVID19Vic #melbournelockdown #COVIDIOTS #stayhome #StaySafeStayHome,stay at home orders,FAVOR,neg
"@thedailybeast BRAVO LT. GOVERNOR, FAUCI  LIVES IN UTOPIA, TRACK AND TRACE WAS NEVER GOING TO WORK UNLESS WE LOCKDOWN IN JANUARY WHEN FAUCI SAID THAT THE VIRUS PRESENTS NO THREAT TO THE US. #FAUCI #FauciTheFraud #FauciFraud",fauci,AGAINST,neg
"What is up with all the bad mouthing of Dr. Fauci?  Friends, that were Trump voters, but not now, are hating on him...a picture with his mask down?  Something about pharmaceutical interest? Saying the virus is warfare? Guess they aren't totally deprogrammed yet. #FauciIsAHero",fauci,FAVOR,other
In a statement from DBE it said 80% of kids are gng to school which means good progress on their side... nna kere the power is in our hands by not taking our kids to school that way they will b forced to shutdown schools🧘#SchoolsMustShutdown,school closures,FAVOR,neg
"@SaraMulcahy1 @SnowinginFL @HKrassenstein @realDonaldTrump Yes, it does, a positive test without symptoms (Asymptomatic) can &amp; has been proven to spread the virus. Thats the importance of wearing  masks, so you dont unknowingly spread the virus. #asymtomatic  #COVID19  #MasksSaveLives",face masks,FAVOR,pos
"@DrJenGunter Thank you, Dr. Gunter. Also @SuzanneEvans1 haircuts are neither inevitable nor inevitably long. Haircuts are a choice. #WearAMask",face masks,NONE,other
"@jessiehellmann @SenWarren More testing ,More cases.These numbers are there in January itself. We need data on Asymptomatic / symptomatic for those who tested positive in June. Do not make people panic .Wear masks, maintain social distance and sanitize your hands please #DrFauci @WhiteHouse",fauci,FAVOR,other
@GavinNewsom pls doing an ad campaign on how to wear your mask properly. So many ppl are not. Especially those making an$ handling our food #WearAMask #WearADamnMask #WearAMaskSaveALife,face masks,FAVOR,neg
@CNBC I know one CDC director that will be thrilled with the pricing.   It sure beats paying $1 for Hydroxychloroquine #FauciTheFraud,fauci,NONE,neg
I’m really fearing all the news of #COVID19 outbreaks and parents and teachers dying once schools open.  Please everyone- be safe.  #WearADamnMask,face masks,NONE,neg
"@kurteichenwald @donwinslow @realDonaldTrump @SenRickScott @marcorubio @GOP pass Care Act, fund schools and individuals. STOP playing your greedy political games with people's lives!!!! #NotMyChild",school closures,NONE,neg
@sami_yarbrough @atensnut This kind of FALSE testing is happening in ALL states. My husband is in sales and has talke to many in who were sent positive results sent to them they NEVER TOOK THE TEST 😡#FauciTheFraud,fauci,NONE,neg
@RudyGiuliani Terrible man!!! #FireFauci #FauciFraud,fauci,AGAINST,neg
"@realDonaldTrump is destructive , you turned a pandemic into political division, and we are dying. You turned masks into another division causing more death.      Now you go after Dr. Fauci. Did you notice more deaths happened when you started ignoring him?  #DrFauci",fauci,FAVOR,other
@DocAtCDI   There once was a Veep named Mike Pence Whose ridiculous lies made no sense He tried to Bull Sh*t us How bad COVID hit us But only his Base is that Dense   #MikePence is praying for us - we’re doomed #PenceLies - right to our face! #COVID19  #DrFauci is our best hope,fauci,FAVOR,pos
Thank you @CNN  #CNN for just  showing  the scientists in the  #coronavirus  #COVID19 update #WhiteHouseBriefing  we don't need #MAGA maggots rally free #trump campaign ad Need  to hear #DrFauci  #DrBirx,fauci,FAVOR,other
` How did @RandPaul get through med school? #Optimism? Maybe that is how he survived #COVID.  Fascinating how #DrFauci surgically counters RP while sounding so sweet.  #coronavirus,fauci,FAVOR,neg
#DrBrinx lost my trust awhile ago she makes this shit political   Only person I trust is #DrFauci stays with facts and science of #Covid19  There no wiggle room for BS when lives are on the line.   #TrumpIsANationalDisgrace  #PenceIsALapDog,fauci,FAVOR,other
"These #ComplicitCorruptGOP bastards didn't pass 8th grade biology, but want to attempt to best #DrBright  and #DrFauci Would rather 80k dead than to serve and wrestle with truth. #GOPCorruptionOverCountry Shameless political hackery will continue #COVID19 deaths.",fauci,FAVOR,neg
@BCGovNews Dr. Bonnie Henry’s guide for...  ?sensationalism over science &amp; data ?economic devastation ?picking winners &amp; losers ?sm biz bankruptcies ?lives destroyed beyond repair ?anxiety &amp; depression ?suicide ?more power to big brother ?a fascist dream  #EndTheShutdown,stay at home orders,AGAINST,neg
Wearing your mask below your nose is like using a condom with the tip cut off. Absolutely Worthless. #WearAMaskSaveALife,face masks,FAVOR,neg
so are public schools going to wait until students start getting infected with corona virus to close them or...? 🙄 #CUNY #CloseTheSchools,school closures,FAVOR,neg
"@BoSnerdley @politico And it was much better Clear, concise, informative, reassuring tone Dr Fauci has been so all over the block that it’s hard to know what is solid info and what isn’t And his love of celebrity is off-putting for a medical professional  @POTUS @realDonaldTrump #COVID19 #DrFauci",fauci,AGAINST,neg
"It's not just about #Gujarat It's about the entire nation. We need to save schools throughout India. We need to protect the rights of every child in India. No school in any state, no teacher in any state and no student in any state should be  left behind. #SaveOurSchools",school closures,FAVOR,pos
"Remote learning is not perfect, but it can improve enormously with more focus on fewer subjects at a time.   Children CAN die of Covid-19, as can teachers, all school staff, and family members.   Covid-19 leaves longterm damage we are just learning about.   #NotMyChild",school closures,FAVOR,other
@RepAndyBiggsAZ Go f🖕ck yourself! Another Kool-Aid drinker. Do us a favor go visit FL and breath deep! #COVID19 #StandWithDrFauci #FauciIsAHero,fauci,FAVOR,neg
"The acceptable amount of school aged child deaths from covid-19 is zero. None, not a single one.  #NotMyChild",school closures,FAVOR,neg
"It's also ironic the GOP is now in the business of forcing public school policy through big government. What happened to local control? And now saying the safest place for your child during a pandemic is in government schools, and schools better open up, or else... #NotMyChild",school closures,FAVOR,neg
C’mon Governors!  Don’t let DJT dictate and threaten you! Get your heads together and refuse to open schools at this time.  What? Is he going to cut off school funding to half the country? That is not how one wins an election!   #NotMyChild,school closures,FAVOR,neg
@liloakers @AliciaG19789176 @ThePantherBlacL @PostPunkBarbie @ThisCrazyLife3 @DHSCgovuk It seems the whole world is social distancing other than schools in the #UK. You couldn't make it up. I can't see teachers going in myself. #CoronaVirusUpdates #COVID19 #coronavirusuk #CoronavirusPandemic #coronavirus #closeschoolsuk #CloseTheSchools,school closures,FAVOR,neg
Teachers have been preparing and up skilling themsleves to connect with their learners . Preparedness to face the situation is the key to education and that’s what schools do #SaveOurSchools @CMOGuj  #SaveOurSchools,school closures,AGAINST,pos
"@allenskillicorn So, why don't you, @DarrenBaileyIL, and your followers wear a mask, and save the state some money by eliminating the need for this campaign?  Also, maybe help others avoid illness, or worse.  #WearADamnMask",face masks,FAVOR,pos
"@GeraldoRivera You think the virus is bad, wait until that vaccine hits. #LiberalismIsAMentalDisorder #SocialismKills #NoVaccine #NoMaskOnMe",face masks,NONE,neg
"@BelTel Oh fuck off. Jaysus what's more offensive a mask or the way sick and disabled people are treated by the tories through pip assessments? But Boris cares sooo much about the people, I right. Fuckin do one #NoMasks",face masks,FAVOR,neg
".@realDonaldTrump, #DrFauci must be permitted to testify before the #AppropriationsCommittee. #WeThePeople have faith in him, as well as in his education, experience, &amp; knowledge. #WhatAreYouTryingToHide? #Covid19 @NitaLowey @AppropsDems @HouseAppropsGOP",fauci,FAVOR,pos
"@CDCTobaccoFree @Surgeon_General Um, the COVID pandemic is still going on. Maybe work on that? THX. #WearAMask",face masks,NONE,neg
"@donwinslow No Vaccine - No school, that has always been the policy, correct?? This is a deadly pandemic, not a reality show!!  I have already told our school district that my children will not be returning to the classroom!! #NotMyChild",school closures,FAVOR,neg
#SaveOurSchools Learning is a fundamental right that no child should be deprived of. #RightToLearn #RightToTeach How will that happen if you stop schools? @vijayrupanibjp @HRDMinistry  #SaveOurSchools,school closures,AGAINST,neg
fuck bruh we really half a year deep into quarantine / COVID-19 smh ion like this new normal. #WearADamnMask,face masks,NONE,neg
"@drdave1999 @TweetOfBleep I'd like to learn what Fauci / #DrFauci said that was wrong. #Trump's list of wrong is extensive - whether on #coronavirus, history, geography, and so many other things.",fauci,FAVOR,other
two of my international roommates aren’t coming back to school this semester because the united states is a laughing stock when it comes to coronavirus... sooo anyone wanna tell me again how they’re president is handling this situation “well?? #WearADamnMask,face masks,NONE,neg
"@realDonaldTrump, your version of America really, really sucks. #FailedLeadership #TrumpVirus #PortlandKidnappings #KidsInCages #BlackLivesMatter  #TrumpLiesAmericansDie #BountyGateAintGoingAway #DontDrinkBleach #NotMyChild",school closures,NONE,neg
@DailyCaller The best cure for America is to #FireFauci,fauci,NONE,other
@DearAuntCrabby Ummmm 🤨   Let me think 🤔   Hell No.   Only when Dr Fauci says it’s a real vaccine. Then I’ll #TrustFauci,fauci,FAVOR,neg
@realDonaldTrump Fauci is always touching his mask. He is an idiot who has watched the health of Americans decline in his decades as a bureaucrat. #FireFauci,fauci,AGAINST,neg
@d_mos77 @SteveBakerHW @tradegovuk @trussliz @Tussell_UK I think ‘basic due diligence?left the room a long time ago before it could be applied to the Imperial virus model that was used to imprison the entire country! #endthelockdown,stay at home orders,AGAINST,neg
"Say a student contract Covid19, will the entire school shut down and quarantine for 14 days? Will teachers have to notify their children's school because their children are students in a different district. Will their child school have to close? This will be a mess.  #NotMyChild",school closures,FAVOR,neg
"@DWUhlfelderLaw @Surgeon_General And evidently today according to our ""leader"", there is a decline. Lies, lies, lies. No testing over weekend so of course the numbers are down. I don't need a math degree to figure that out. But #DeathSantis got pat on back for job well done #WearADamnMask",face masks,FAVOR,neg
"1/4 #FridayVibes @NYCMayor @NYGovCuomo @DOEChancellor &amp; all  Mayors/Governors/ SchoolChancellor's  think #COVID19 is biggest concern w #schoolsreopening think again. Parents are more concerned abt safety of kids getting to &amp; from school amid protests, occupations #NotMyChild",school closures,AGAINST,neg
I know you should not equate money to life   but because death seems to be the currency everyone is dealing in at the moment   at current Government spending on this crisis  every UK #COVID19  death has cost approx £6.5 Million !!!  #endthelockdown,stay at home orders,NONE,neg
@AmyAlex63 @soledadobrien Back atcha. #FireFauci,fauci,NONE,other
@W7VOA @GOPconvention Children over age 10 have been shown to transmit the virus at the same rate as adults.   There are a whole lot of kids age 10-18 that are going to carry the disease all through their schools and out into the communities. #GOPDeathCult  #CloseTheSchools,school closures,FAVOR,neg
@TeaPainUSA I think the kids who get COVID-19 at school should go to @GovParsonMO's home until they get over it.   #COVIDIOTS  #ProtectOurKids  #NotMyChild,school closures,FAVOR,neg
@nytimes The projection of millions dead has YET to materialize. The goal post keeps getting MOVED. He was NEVER elected. Will he accept responsibility when Americans begin to REVOLT &amp; our country descends in CIVIL UNREST? Power is SEDUCTIVE aye #DrFauci? Why give it up? #Covid19 @POTUS,fauci,AGAINST,neg
Cases continue to rise why should we reopen schools when we have states reverting back to Phase 1 and/or contemplating another shutdown #SchoolsMustShutdown,school closures,FAVOR,neg
"@johncusack @highbrow_nobrow @POTUS Coronavirus. It’s probably coincidence that #DrFauci weeks after downplaying the drugs PROVEN EFFECTIVE that cost $20 and save lives, is now PROMOTING REMDESIVIR. Imagine that. I’m sure that’s all just a coincidence. I’m sure the fact that the success rate of remdesivir is 5/",fauci,AGAINST,neg
@MaryRedden1 Even some of the suburban schools have issues with cleaning supplies and ask parents to provide them at the beginning of the year. With most people unemployed this is untenable.  #keepsafe  #schools #SchoolsMustShutdown,school closures,FAVOR,neg
I'm tired of this #hoax!  #CV19 #recallwhitmer #FireFauci,fauci,NONE,neg
@grandmagrit I live in NY. Happy to say most people wear a mask. Rarely do I see maskless people. #WearAMaskSaveALife,face masks,FAVOR,pos
I need coffee and I’m trying to cut down on caffeine 😩#StaySafe  #CoffeeLover #WearAMask,face masks,NONE,other
@sacbee_news Thanks for the admission that masks DON'T WORK!! #NoMasks,face masks,AGAINST,neg
@KellyannePolls The longer your boss and the GOP pushes not wearing a mask the longer this crisis will linger and we’ll all suffer and STILL HAVE TO WEAR A MASK. #WearADamnMask,face masks,FAVOR,neg
"@realDonaldTrump Hey, Twitler: now that you have your very own GESTAPO with PACT in unmarked uniforms &amp; vans abducting people off the streets, you are clearly a militia-backed Authoritarian, Dictator, &amp; Despot like your buds: MBS, Un, Erdogan  #DictatorTrump #TrumpLiesAmericansDie #StandWithFauci",fauci,NONE,neg
"@KurtSchlichter Fauci: “I don’t see how this is relevant [to the spread of Covid]. I’m not gonna comment on this!?When the head of the Covid task force’s playing political games like a partisan Democrat, you know the country’s in trouble. President Trump thankfully knows he’s a hack. #firefauci",fauci,AGAINST,neg
"Amitabh ji must have taken al precautions still he is positive ,its scary to even imagine who all daily going out without mask.  #WearAMask #StaySafeStayHome",stay at home orders,FAVOR,neg
"True prevention is not waiting for bad things to happen, it's preventing things from happening in the first place. #selfcare #mentalhealth #quarantine #exercise #mask #peventialhealth #community #washyourhands #cure #publichealth #immunesystem #StayAtHomeSaveLives",stay at home orders,FAVOR,pos
"I don’t understand how this president wants to go toe-to-toe with not just a public health professional, but the nation’s top infectious disease specialist, regarding coronavirus and how we as a nation should be dealing with this. #IStandWithFauci",fauci,FAVOR,other
So its the first day of compulsory masks here and i just went to the post office and on the way i passed a girl holding her mask in her hand and then both of the staff at the post office had their masks down on their chins. #WearADamnMask,face masks,FAVOR,neg
Wear a mask please.  #WearAMask  #WearAMaskPlease,face masks,FAVOR,pos
"@MariaCuomoCole @JenSeniorNY With all Dr. Fauci's education, training &amp; research/medical experience, nothing has better prepared him for his role in trying to protect Americans from the coronavirus than having grown up in Brooklyn. Bc Dr. Fauci is #NYtough! It's all about being #NYstrong. 👊 #ThankYouDrFauci",fauci,FAVOR,pos
"I LOVE that @SenSanders is a #Prince fan! I mean, we knew was cool but 👍🏾!  #senate #SenateHearing #COVID19 with #DrAnthonyFauci #DrFauci  #NPG #DRUMHEAD #NewPowerGeneration",fauci,FAVOR,pos
@CBSNews Now do Sweden! #FireFauciNow #FireFauci,fauci,AGAINST,neg
"Fauci the fraud is trending because he's seen sitting in empty MLB bleachers with 2 other people, mask around his chin? #covidiots are out in force today...such a stretch to find something to pin on this #AmericanHero #IStandWithFauci",fauci,AGAINST,neg
I love Dr. Fauci. That’s it. That’s the tweet. #DrFauci #coronavirus #WhiteHouseBriefing,fauci,FAVOR,pos
@SharnelleVella The story that covid-19 is an unprecedentedly dangerous virus requiring unprecedentedly damaging measures is a lie. #endthelockdown,stay at home orders,AGAINST,neg
"@Acosta So, instead of working on #COVID19, Fauci is posing for @InStyle and now this.  #FauciTheFraud",fauci,AGAINST,neg
@GMan40401036 @e_iaco Calm down with your hate. Instead ask yourself how did Fauci make a net worth of $500 million? You can not accumulate that kind of wealth from a six figure salary. Fauci is the modern day Josef Mengele #firefauci,fauci,AGAINST,neg
"Does it do any good to put a sign on a door if you don’t enforce it.  I went into the @PilotFlyingJ in Flatwoods, WV &amp; only 1 out of 5 customers had a mask on.  It’s hard to enforce though when the manager hangs her mask under her chin. #WearADamnMask",face masks,FAVOR,neg
@GovTimWalz To expect students to wear masks during school is ridiculous and cruel. Try to remember being 8 yrs old. How would it have been to keep a stupid mask on? This whole administration sucks as does your unconstitutional mask mandate. #MasksOffAmerica,face masks,AGAINST,neg
"@GavinNewsom I get that you’re scared of your very rich donors getting upset about a short term shutdown delaying their obscene profits, but the rest of us are scared of losing our lives or being bankrupted by the healthcare costs associated w/ COVID-19. #ShutdownCA #SaferAtHome",stay at home orders,FAVOR,neg
Im not too comfortable with schools being told to ignore the #CDC guidelines. I mean isn't this why we have them #NotMyChild,school closures,FAVOR,neg
"Don’t worry, folks; the #MyPillowGuy is now on the #CoronavirusOutbreak clock. Fuck #DrFauci? We got an industry expert on slumbering cervical support sales fightin?#COVID19. You gon?learn today; only we put the US in #virus. The party of #Lincoln keeps finding ways to upgrade.",fauci,AGAINST,neg
America!....  The propagandist trolls and articles are at an all new level of insanity.  I SAID this would happen prior to the election.  These people would destroy America to get what they want.    Are we gonna dance...or are we gonna FIGHT?    #COVID19  #OPENAMERICANOW,stay at home orders,AGAINST,neg
"@RandPaul such a lack of respect for #DrFauci. He is a respected scientist and physician. We need his skills. We have lost 80, 000 Americans. #COVID19",fauci,FAVOR,pos
"@LeChatNoire4 My friend, who is immune compromised, went into a Publix today. Publix stores in FL have a mask mandate. Shoppers wear a mask to get in &amp; then many remove them. She was accosted today by an anti-mask person. I don't know what the answer is but this has to stop. #WearADamnMask",face masks,FAVOR,neg
Science isn’t a partisan issue. Anyone trying to silence medical experts for political gain have no business leading a nation. I stand with #DrFauci #ScienceMatters #COVID #WearAMask,fauci,FAVOR,other
@RudyGiuliani 12% ???? They're definitely living in loo loo land! Oh and btw #OPENAMERICANOW,stay at home orders,NONE,neg
Schools must shutdown I'm not sending my child to school #SchoolsMustShutdown,school closures,FAVOR,pos
@hossehenad @tedcruz @Princeton should be proud. @Harvard_Law please stop accepting people of poor character #WearAMask,face masks,NONE,neg
"Save schools, Save the future... #SaveOurSchools #RightToLearn",school closures,NONE,pos
"@B52Malmet Well, that says it all! #StayAtHome #SchoolsMustShutdown",school closures,FAVOR,other
@ashleysoudah @No1TennisMum @leannebarlow1 You won’t be flying anywhere in the not too distant future then... or travelling into town. Good luck without your #Facecovering #WearAMask,face masks,FAVOR,neg
"Ok...so...Did I hear #DrFauci correctly??  They started developing a vaccine for #COVID19 IN JANUARY?? 🤨 @realDonaldTrump Why was a vaccine in development if the #coronavirus was ""a hoax"" and if it was ""going to disappear??! 😡",fauci,NONE,neg
@PeteButtigieg Yes we do.  Ignore this Liberal Media BS just like the Liberal Media ignores that the #ChinaVirus cake from China! #Trump2020  #FauciTheFraud,fauci,NONE,neg
"The children have and are still  undergoing such a big change. The only constant is     their home, parents, teachers &amp; schools. With Schools stopping can you imagine the turmoil all of them will undergo. Just think, think and think #SaveOurSchools",school closures,AGAINST,neg
"Though Eid is a time to come together for the celebration, however considering the unprecedented time, let's stay home and connect with extended family and friends through phone and video calls. Let's stop the spread of Corona Virus. #StaySafeStayHome",stay at home orders,FAVOR,pos
Great interview by @TheRevAl on @PoliticsNation with #DrFauci discussing the #coronavirus and it’s disparate impact on African Americans #PoliticsNation,fauci,FAVOR,pos
"An estimated 290,000 to 650,000 people die annually of flu-related causes worldwide. In 7 months, 673,833 #Covid_19 deaths have been reported so far. Sources: WHO and Johns Hopkins #WearAMask #WearADamnMask",face masks,FAVOR,neg
"@alwarren56 @aphillippy But OK asshole.  Whether or not you Trumplicans are able to grasp it, there's absolutely nothing this administration can do to discredit Anthony Fauci. He is arguably the most respected doctor in America. Quite possibly in our history. #TrumpLiesAmericansDie #FauciIsAHero",fauci,FAVOR,other
@gatewaypundit @KristinnFR How about NO!  #FireFauci,fauci,NONE,neg
"Hey Team KC, y’all better put those Team Kelly masks up for sale!!! 🙌🏻👍🏻 #WearADamnMask",face masks,FAVOR,pos
Mothers and fathers are dying from being home with their kids. Kids are VERY BORING AND VERY DIRTY! Send them to school!!! #ReopenTheSchools #Covid_19 #COVID19 #coronavirus #CoronaDon #FireFauci,fauci,NONE,neg
Open bars! Open sports! Open schools! I’m a high school teacher &amp; we could talk about opening schools if wehave some of these measures in place. But since we don’t/ can’t/ won’t I believe that my students &amp; colleagues are #SaferAtHome,stay at home orders,AGAINST,other
@DarrenJBeattie @TGowdySC was handling #Benghazi too and gave #Clinton a pass. An epic conservative crook - thank you SC for sending the finest crooks like Trey and @LindseyGrahamSC   With friends like these who needs enemies?  #RandPaul #coronavirus #FauciTheFraud,fauci,NONE,neg
Every school in the area has cancelled classes or went online while @WWU is just waiting until AFTER we have a COVID-19 case when it’s very clear we have multiple on campus. We have students who actually work at these nursing homes which are at VERY HIGH risk. #CloseTheSchools,school closures,FAVOR,neg
@paulsperry_ That's not all they spiked. #FireFauci,fauci,NONE,neg
"@DearAuntCrabby Just be careful, however you hunker, Auntie! #ItsOkayToNotBeOkay #TrumpPlague #WearADamnMask",face masks,NONE,pos
"Hmmmm,   now #DrFauci  might really be Dr Fraudci #coronavirus",fauci,AGAINST,neg
Whose going as a doctor for Halloween this year? Asking for a friend. #everyone #covid19 #halloween2020 #WearADamnMask,face masks,NONE,neg
@MaureenCKelly We are back on top! Happy @realDonaldTrump? You are the main #COVIDIOTS. You need to listen to #DrFauci. #WearAMask and #goAway,fauci,FAVOR,other
"Fauci keeps flip flopping on masks, he won't be happy til everyone has a bag over our heads. #NoMasks",face masks,AGAINST,neg
@JuddApatow @TheDemocrats Testing working to welll ?! What in the hell does that mean ?! #IStandWithFauci,fauci,NONE,neg
@BetsyDeVosED @VP you are awful! please stay out of education and our schools. #NotMyChild,school closures,NONE,neg
People tweeting from their smart phones about how masks are a form of government  control is hilarious to me. #WearADamnMask,face masks,FAVOR,neg
@melanie75546706 @MadnessWhiskey @stephster71 @KBUSMC2 @maahh68 @OGKBEAR @Bonedaddy76 @MelanieMetz6 @Ggoodgirlsfirst @MarilynLavala @aliatra1968 @JayBird1545 @jdkitkat129 @PaleRider_1776 @jimscileppi @southshore @adagioforstring @AnalyticalHeart @americandream09 @1st_ForceRecon @POTUSWarrior @marc_Q1 @MSPOA @SusanIverach @DrG_lovesMAGA @MeltingInMarana @BigErnie2020 @RogerFritz7 @20bean20 @deplorableGM @JP4141 @camayusa1 @Belle4Texas @Peeboo5 @skull99900 @IndigoCrow74 @Tee2019K @karoljeanne11 @Sam2323_43433 @JCPExpress @justahl56 @Whiskey100Proof @SSG_PAIN @TheBigAce @_2020_Maga @kerry715 @ICECOLDAGENT @BlueFalcon3P @jmanders2009 It is really suspicious that Dem Senator Feinstein defends the chinese? She did have that Chinese spy as she chauffeur. #EndDemFascism #ObamaGate #WalkAway #AllLivesMatter #BLMTerrorists #EndShutDown #MasksOff,face masks,AGAINST,neg
"@WSJ All masks are nasty, dirty, &amp; dangerous. They actually spread germs, and are not protective. #MasksOff",face masks,AGAINST,neg
"How did we get to the greatest public health failure of our time?  Months ago Americans were asked to wear a mask to save a life.  Not enlist, not run into a burning building, simply wear a mask.  And America said ""No"".    #WearAMaskSaveALife",face masks,FAVOR,neg
So Trump wouldn’t answer the question as to undocumented workers being tested. Where is the doctor? Where is the doctor? #TrumpPandemic #TrumpVirusCoverup #TrumpLiesEverytimeHeSpeaks #DrFauci Where are you? #coronavirus #VoteBlue2020 #VoteBlueToEndThisNightmare #VoteThemAllOut,fauci,FAVOR,neg
The lack of testing in the United States is a huge.            TRUMP FAILURE!! #AmericaStrongerWithBiden  #StandWithFauci,fauci,NONE,neg
